Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position.1,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,Race,RCA,Colour of skin,Date of birth,Number of national team appearances,Goals scored for the national team,Salary,Rental club,UID
Antoine Griezmann,AM/S RLC,31,162,180,"France,Portugal,Pays Basque",A. Madrid,14,15,16,14,15,15,13,14,4,5,15,13,10,17,12,15,12,11,12,16,13,17,17,10,17,10,12,14,15,14,13,9,15,14,13,10,11,9,11,5,14,3,1,1,3,2,1,3,1,1,1,4,14,18,13,12,13,14,11,9,1,1,1,1,1,1,1,12,1,11,19,19,19,20,175,71,20,14,25.0,8100,8400,7500,Mediterranean_Hispanic,149,6,1991/3/21,108,42,268492.0,,67086656
Romelu Lukaku,S,29,162,176,"Belgium,Democratic Republic of Congo",Chelsea,4,10,13,18,13,11,15,14,3,5,13,20,10,14,16,14,16,16,13,11,14,18,13,16,15,5,19,12,14,8,20,16,13,17,14,20,17,10,12,7,6,3,3,3,1,4,1,1,1,2,2,4,19,18,8,9,17,17,15,12,1,1,1,1,1,1,1,1,1,1,1,1,1,20,191,93,20,12,30.0,8150,8982,7984,African_Caribbean,161,17,1993/5/13,102,68,405971.0,FC Internazionale Milano,18007344
Jules Koundé,D RC,23,162,175,"France,Benin",Barcelona,6,13,12,9,13,5,16,7,8,16,14,8,16,13,14,17,16,14,16,14,14,16,12,14,12,15,16,16,15,16,16,13,15,14,15,14,15,7,14,9,15,3,1,1,1,2,1,1,1,3,2,1,15,15,6,13,13,16,13,12,1,1,20,15,1,15,1,1,1,1,1,1,1,1,178,70,10,20,60.0,8000,7750,7250,African_Caribbean,165,12,1998/11/12,11,0,182692.0,,48036304
Declan Rice,D/DM/M C,23,162,178,"England,Republic of Ireland",West Ham United,7,11,14,9,14,8,12,9,10,14,15,11,17,14,13,15,14,17,15,14,15,17,10,16,16,17,16,17,13,13,13,12,18,13,17,13,17,12,15,6,16,2,2,3,2,1,2,1,1,3,2,1,12,16,5,15,14,15,16,14,1,1,16,1,1,1,20,1,19,1,1,1,1,1,185,80,11,20,110.0,8100,8100,7500,Northern_European,160,4,1999/1/14,32,2,69595.0,,28106491
Kingsley Coman,AM RL,26,162,165,"France,Guinea,Guadeloupe",FC Bayern München,11,13,17,12,15,6,9,14,4,7,13,10,8,17,13,13,12,12,12,14,12,14,17,5,14,8,12,12,19,17,13,9,13,17,12,10,13,5,16,13,16,1,1,2,3,4,1,3,1,3,2,2,16,18,12,14,14,13,11,12,1,1,1,1,12,12,1,15,10,15,20,12,18,12,179,75,12,20,65.0,8100,7750,7600,African_Caribbean,155,16,1996/6/13,40,5,287670.0,,85104424
Sergej Milinković-Savić,M/AM C,27,162,167,"Serbia,Spain",S.S. Lazio,4,6,14,16,16,15,17,15,3,7,16,13,13,16,14,15,17,12,11,15,13,17,18,14,16,11,16,15,12,12,17,17,20,12,18,17,17,14,16,5,12,2,2,1,3,2,2,1,2,2,1,3,15,15,4,19,14,16,12,12,1,1,1,1,1,1,11,7,20,6,8,17,7,11,191,82,17,20,35.0,8100,7168,8047,Northern_European,162,4,1995/2/27,34,6,114037.0,,62127037
Ousmane Dembélé,M/AM RL,25,162,176,"France,Mauritania",Barcelona,13,16,19,12,14,10,7,13,6,4,12,11,5,17,9,11,11,9,8,14,8,13,18,8,14,5,7,11,18,18,11,9,12,18,12,9,11,5,13,14,14,1,1,4,4,1,1,3,1,3,2,3,12,14,14,9,11,9,14,12,1,1,1,1,1,1,1,16,1,17,19,14,20,13,178,67,20,19,60.0,8000,8150,7600,African_Caribbean,153,16,1997/5/15,27,4,230768.0,,85140178
Gianluigi Donnarumma,GK,23,162,178,Italy,Paris Saint-Germain,1,2,4,3,7,1,7,3,8,3,7,6,7,6,8,16,16,14,14,8,15,15,6,14,2,15,15,13,10,16,16,18,15,12,15,16,17,4,15,4,1,16,14,15,9,15,13,16,18,11,14,12,9,16,5,4,15,13,15,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,196,90,7,20,40.0,8100,8100,7800,Mediterranean_Hispanic,163,6,1999/2/25,46,0,249315.0,,43252073
Casemiro,DM/M C,30,161,170,"Brazil,Spain",Manchester UFC,10,11,12,11,14,10,13,14,10,14,14,11,15,14,18,14,16,15,14,12,15,17,12,15,12,18,17,18,11,12,15,13,15,12,17,17,14,17,15,5,12,2,1,1,2,1,2,1,1,2,2,1,13,15,14,10,15,16,10,11,1,1,9,1,1,1,20,1,19,1,1,1,1,1,185,84,13,20,30.0,8050,8500,7600,Mixed_Race,161,13,1992/2/23,63,5,347975.0,,19061518
Mike Maignan,GK,27,161,166,"France,French Guiana,Haiti",AC Milan,1,1,6,1,12,1,6,10,5,1,13,9,5,12,8,15,14,15,16,13,14,15,6,15,1,15,15,12,8,16,14,15,17,11,14,15,17,5,14,6,1,13,15,16,13,15,16,14,17,7,9,14,15,18,5,15,15,16,12,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,191,89,9,20,40.0,8050,7250,6100,African_Caribbean,163,14,1995/7/3,4,0,69037.0,,85094520
Milan Škriniar,D C,27,161,168,Slovakia,FC Internazionale Milano,4,7,9,10,10,4,17,6,11,18,12,10,17,11,17,16,17,12,13,9,13,18,6,14,10,14,16,16,14,11,16,16,18,15,16,18,15,12,14,3,11,1,3,1,2,3,3,2,4,4,1,2,14,16,5,16,14,19,12,11,1,5,20,12,1,1,10,1,5,1,1,1,1,1,188,82,9,20,45.0,8050,8050,7750,Northern_European,159,2,1995/2/11,54,3,106922.0,,63013145
Sergio Ramos,D C,36,161,174,Spain,Paris Saint-Germain,9,11,13,13,14,14,20,13,12,16,15,17,16,14,18,15,16,13,10,13,11,20,14,18,12,13,13,14,12,14,15,16,15,13,15,16,13,18,19,13,14,3,2,1,1,3,2,2,2,1,3,2,10,18,14,17,18,17,6,7,1,1,20,12,1,10,8,1,1,1,1,1,1,1,184,82,13,20,4.0,8039,8039,7989,Mediterranean_Hispanic,161,4,1986/3/30,180,23,261204.0,,7458272
Lautaro Martínez,S,24,161,170,Argentina,FC Internazionale Milano,4,8,14,15,16,8,16,14,3,5,12,15,8,16,18,15,18,13,12,12,13,19,16,12,16,7,15,18,16,17,14,11,16,17,15,13,15,14,13,6,11,2,3,3,1,1,3,3,2,3,3,2,16,18,4,14,13,19,11,9,1,1,1,1,1,1,1,1,1,1,1,13,1,20,174,79,12,20,110.0,8050,8000,7900,Mediterranean_Hispanic,160,7,1997/8/22,38,20,213653.0,,14110660
Christian Eriksen,DM/M/AM C,30,161,170,Denmark,Manchester UFC,16,16,12,14,18,17,4,14,3,5,17,16,6,17,7,15,8,15,15,17,17,16,14,8,15,12,17,16,12,12,12,8,17,11,15,7,14,3,17,4,13,3,3,3,3,3,1,3,1,2,4,1,8,16,2,15,15,18,18,19,1,1,1,1,1,1,17,12,20,12,14,19,13,1,182,76,15,20,10.0,8050,8458,7400,Northern_European,153,1,1992/2/14,115,38,197186.0,,27010680
Bukayo Saka,AM RL,20,161,177,"England,Nigeria",Arsenal,12,14,15,11,14,8,7,12,7,9,13,12,10,15,11,16,11,14,14,15,16,16,16,6,16,9,15,15,17,16,16,9,15,15,15,11,14,8,14,9,18,1,1,1,3,1,3,3,3,1,2,3,7,14,7,14,16,15,13,14,1,13,1,1,14,10,1,12,8,12,19,1,20,1,178,0,20,11,130.0,8050,8050,7000,African_Caribbean,160,19,2001/9/5,18,4,57996.0,,28122642
John Stones,D C,28,161,170,United Kingdom,Manchester City,5,8,13,8,14,5,14,5,8,13,16,12,16,15,13,15,16,17,15,14,14,13,12,13,14,16,16,17,14,13,12,16,16,15,16,15,16,8,14,9,10,1,3,2,1,2,2,1,2,2,1,3,10,18,7,15,12,15,13,16,1,1,20,10,1,1,12,1,1,1,1,1,1,1,188,72,12,20,38.0,8050,8050,7500,Northern_European,161,5,1994/5/28,58,3,231983.0,,28060397
Fabinho2,D/DM/M RC,28,161,168,Brazil,Liverpool,6,11,13,9,16,7,14,12,8,15,15,15,16,15,16,16,15,15,14,13,16,15,11,10,12,16,17,15,14,14,14,15,16,14,15,14,17,11,16,7,15,2,2,2,3,2,2,2,1,2,2,3,16,16,6,13,15,16,14,14,1,1,16,17,1,14,20,1,16,1,1,1,1,1,188,78,7,20,35.0,8049,7899,7499,Mixed_Race,159,13,1993/10/23,27,0,208785.0,,19183676
Nicolò Barella,M C,25,160,171,Italy,FC Internazionale Milano,12,13,14,11,15,14,7,13,3,11,16,12,17,15,19,14,18,14,13,16,14,19,14,14,15,14,18,20,14,15,16,8,17,15,15,13,16,14,15,9,12,2,3,3,4,2,3,2,1,3,2,2,12,18,4,15,17,19,11,11,1,1,1,1,1,1,12,8,20,8,1,14,1,1,172,68,9,20,75.0,8000,8000,7800,Mediterranean_Hispanic,162,1,1997/2/7,39,8,178076.0,,43139595
Achraf Hakimi,D/WB/M R,23,160,172,"Morocco,Spain",Paris Saint-Germain,7,15,13,14,14,12,8,13,12,10,14,8,13,14,14,13,12,12,10,13,12,15,14,8,18,10,12,14,18,14,14,9,17,20,14,11,14,8,13,4,15,3,2,2,3,2,3,3,1,1,1,2,15,16,10,12,14,14,11,13,1,12,1,20,13,20,1,12,1,17,8,1,10,1,181,73,10,20,65.0,8000,8000,7900,North_African__Middle_Eastern,139,8,1998/11/4,51,8,199067.0,,67228634
Raphaël Varane,D C,29,160,172,"France,Martinique",Manchester UFC,4,6,10,6,13,8,16,6,10,17,14,10,16,14,11,16,13,13,15,9,13,12,11,10,6,17,14,12,16,13,11,17,16,16,15,15,14,6,15,14,14,1,3,2,3,1,2,3,3,2,3,3,12,16,8,13,17,14,17,16,1,1,20,10,1,1,6,1,1,1,1,1,1,1,191,81,8,20,25.0,8000,8150,8000,North_African__Middle_Eastern,159,12,1993/4/25,86,5,405971.0,,85075627
Riyad Mahrez,M/AM RL,31,160,163,"Algeria,France,Morocco",Manchester City,14,16,17,16,20,14,8,13,4,5,16,13,8,17,6,13,7,16,13,17,13,13,17,5,15,5,13,13,15,17,15,9,14,14,14,8,14,7,15,6,10,1,1,1,1,2,1,3,3,3,3,3,8,15,8,12,9,12,9,14,1,1,1,1,1,1,1,14,1,19,15,14,20,10,179,67,20,10,16.0,7997,7997,7747,African_Caribbean,159,12,1991/2/21,75,26,231983.0,,85078058
Ángel Di María,M/AM RLC,34,160,174,"Argentina,Italy",Juventus,16,17,17,14,16,14,5,17,4,4,17,14,7,19,12,16,12,14,12,18,14,16,17,10,15,4,12,12,15,17,12,10,15,15,12,10,14,14,16,9,16,2,2,1,2,3,3,4,3,3,2,1,12,18,10,13,16,18,6,12,1,1,1,1,7,1,1,17,13,18,17,16,20,9,180,75,20,8,4.0,8000,8500,7800,Mediterranean_Hispanic,158,7,1988/2/14,122,25,147885.0,,14000219
Ciro Immobile,S,32,160,165,Italy,S.S. Lazio,3,3,12,18,13,3,16,13,3,4,12,17,7,12,14,19,15,14,13,11,14,20,12,15,19,3,16,16,15,14,16,11,20,16,15,13,17,8,11,3,7,2,3,3,3,4,1,3,4,2,2,2,6,19,8,17,12,20,14,12,1,1,1,1,1,1,1,1,1,1,6,10,6,20,185,85,14,20,7.0,8000,8000,7750,Mediterranean_Hispanic,158,3,1990/2/20,55,15,142499.0,,43010773
Kalidou Koulibaly,D C,31,160,168,"Senegal,France",Chelsea,4,6,10,10,12,4,16,6,6,18,13,6,17,11,15,14,18,10,8,10,13,11,8,13,10,16,16,16,12,14,15,15,13,17,15,19,14,13,7,9,8,3,1,1,2,4,4,1,3,2,3,1,12,15,7,13,8,14,14,14,1,1,20,10,1,1,1,1,1,1,1,1,1,1,187,89,9,20,11.0,8000,7750,7000,African_Caribbean,157,18,1991/6/20,61,0,347975.0,,85051083
Trent Alexander-Arnold,D/WB RC,23,160,174,United Kingdom,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,70.0,8199,7749,6999,Northern_European,157,14,1998/10/7,17,1,185587.0,,28104124
Ronald Araujo,D C,23,160,174,Uruguay,Barcelona,5,7,11,10,13,8,17,11,7,17,12,13,17,12,15,15,18,15,15,11,14,17,7,16,7,15,15,16,12,11,12,16,13,16,15,16,15,12,13,12,12,3,3,2,4,1,1,2,3,2,2,3,15,16,9,13,12,15,12,13,1,1,20,10,1,1,12,1,8,1,1,1,1,1,188,91,8,20,70.0,7900,7500,7000,Mixed_Race,161,10,1999/3/7,11,0,144230.0,,78085068
Serge Gnabry,AM/S RL,27,160,170,"Germany,Ivory Coast",FC Bayern München,12,11,15,15,14,11,11,16,6,8,13,11,9,15,11,16,12,14,11,14,12,12,15,5,17,8,12,12,16,15,16,8,13,15,12,12,12,6,14,10,16,1,1,3,2,2,2,1,2,3,3,3,14,18,12,14,12,14,14,13,1,1,1,1,10,14,1,15,10,15,18,12,20,18,176,77,16,20,45.0,7998,7998,7498,Mixed_Race,151,13,1995/7/14,34,20,306848.0,,28066083
Paulo Dybala,AM/S RC,28,160,177,"Argentina,Poland,Italy",Associazione Sportiva Roma,16,15,18,15,18,17,13,17,4,4,17,16,4,19,9,16,10,12,11,17,14,13,17,11,14,4,14,12,14,18,18,7,10,12,12,12,13,5,11,16,13,1,2,3,3,3,3,3,2,3,1,3,14,14,12,9,9,11,13,15,1,1,1,1,1,1,1,1,1,1,12,20,15,20,177,79,20,10,25.0,8000,8404,7750,Mediterranean_Hispanic,158,4,1993/11/15,34,3,160192.0,,14044150
Éder Militão,D C,24,160,168,Brazil,R. Madrid,9,10,12,8,12,14,15,11,10,16,13,13,15,12,15,16,16,13,12,11,13,15,10,16,12,15,14,15,15,15,15,15,18,15,16,16,13,12,13,4,12,1,1,2,3,3,3,3,2,1,4,3,15,12,6,12,15,14,12,12,1,1,20,14,1,7,10,1,1,1,1,1,1,1,186,79,8,20,70.0,8000,8250,7000,African_Caribbean,161,17,1998/1/18,22,1,178081.0,,19273276
Alphonso Davies,D/WB L,21,160,172,"Canada,Liberia,Ghana",FC Bayern München,6,12,17,9,12,6,7,9,12,11,12,10,14,14,15,12,15,12,11,12,12,17,16,7,14,11,15,16,19,14,12,10,16,19,16,12,12,7,13,7,15,1,2,1,3,1,2,3,1,2,1,1,18,19,4,14,13,14,12,11,1,20,1,1,18,8,1,15,1,10,15,1,12,10,185,77,20,10,70.0,8100,7500,7500,African_Caribbean,141,16,2000/11/2,32,12,191781.0,,20041862
Martin Ødegaard,M/AM C,23,160,178,Norway,Arsenal,14,14,16,12,17,15,9,13,7,10,16,10,8,17,7,18,10,15,12,17,16,15,16,14,16,9,17,14,14,16,15,9,13,13,15,11,11,4,12,7,13,1,1,3,2,1,3,1,1,3,1,2,13,16,6,12,14,18,13,14,1,1,1,1,1,1,13,10,18,13,10,20,14,8,178,68,20,10,95.0,7996,7996,7746,Northern_European,162,1,1998/12/17,43,2,139190.0,,53095137
Marcelo Brozović,DM/M C,29,160,162,Croatia,FC Internazionale Milano,14,12,10,10,16,13,11,13,4,12,17,12,17,16,13,15,14,14,17,15,12,16,12,14,13,14,18,16,12,12,16,10,20,12,20,12,18,9,15,7,12,1,2,2,2,2,2,3,1,2,2,2,15,15,18,17,17,11,12,16,1,1,1,1,1,1,18,5,20,10,3,14,8,1,181,68,11,20,18.0,8000,7800,7250,Northern_European,158,2,1992/11/16,74,7,213653.0,,24016529
Pedri,M/AM RLC,19,159,176,Spain,Barcelona,9,14,17,11,18,9,7,11,6,6,17,11,9,17,11,17,11,16,15,18,16,14,18,9,13,9,13,15,14,15,13,8,16,13,16,9,15,5,13,5,15,1,1,2,1,2,3,2,2,4,2,3,12,14,3,14,13,15,15,17,1,1,1,1,1,1,1,12,20,14,15,20,16,5,174,65,10,20,90.0,7950,7950,6950,Mediterranean_Hispanic,153,2,2002/11/25,12,0,172603.0,,67293495
Aurélien Tchouameni,M C,22,159,180,"France,Cameroon",R. Madrid,8,10,12,6,14,6,14,13,8,15,15,10,16,14,16,17,16,15,15,15,15,16,13,11,13,15,15,16,14,14,15,14,16,14,17,16,15,7,13,5,11,4,2,3,3,1,2,2,3,1,3,1,20,15,7,13,16,15,14,13,1,1,1,1,1,1,15,1,20,1,1,1,1,1,187,81,10,20,90.0,7950,7950,5500,African_Caribbean,160,15,2000/1/27,12,1,138081.0,,48042326
João Félix,AM/S RLC,22,159,177,Portugal,A. Madrid,11,12,17,15,16,12,12,13,4,4,17,14,7,18,14,15,11,15,13,16,16,16,19,7,18,6,12,11,13,15,13,9,14,12,12,9,12,14,15,9,8,2,1,2,1,1,3,1,2,1,4,2,15,18,13,8,17,15,10,10,1,1,1,1,1,1,1,12,10,12,18,20,15,19,178,74,15,20,40.0,7800,7800,7200,Mediterranean_Hispanic,152,8,1999/11/10,22,3,180287.0,,83169822
Theo Hernández,D/WB L,24,159,167,"France,Spain",AC Milan,8,15,16,13,14,12,13,15,11,12,13,15,14,13,18,13,14,12,11,12,12,16,13,13,17,11,12,13,17,14,17,12,16,18,16,13,14,16,14,6,11,1,2,1,1,1,1,3,2,1,1,3,17,15,14,10,15,14,6,9,1,20,10,1,20,1,1,15,1,1,10,1,1,1,184,81,20,8,60.0,7950,7900,7250,Mediterranean_Hispanic,149,2,1997/10/6,7,1,98653.0,,67211695
José Gayà,D/WB/M L,27,159,160,Spain,Valencia,14,14,14,8,15,14,5,11,8,12,14,13,14,16,12,15,13,14,14,15,16,16,14,15,16,14,15,15,17,16,13,7,14,16,15,11,16,9,14,8,13,2,2,1,1,2,4,2,3,3,2,3,12,12,6,20,15,17,14,10,1,20,1,1,19,1,1,18,1,1,15,1,1,1,172,66,20,7,30.0,7850,7850,7200,Mediterranean_Hispanic,156,5,1995/5/25,17,3,67280.0,,67178177
Presnel Kimpembe,D C,26,159,164,"France,Democratic Republic of Congo",Paris Saint-Germain,4,10,10,6,13,5,16,6,8,16,12,10,17,13,17,15,18,15,16,10,14,16,8,12,10,15,16,16,13,13,16,14,16,14,16,16,14,9,16,7,10,3,1,2,3,1,1,2,3,1,1,1,9,17,7,14,15,15,16,14,1,10,20,1,1,1,7,1,1,1,1,1,1,1,183,77,20,10,20.0,7950,7950,7050,African_Caribbean,159,14,1995/8/13,28,0,191781.0,,85141999
Marco Reus,AM RLC,33,159,170,Germany,Borussia Dortmund,15,13,13,16,16,16,6,15,7,6,15,15,9,16,15,15,12,16,15,14,15,18,13,13,18,10,14,15,14,12,14,8,12,13,13,9,17,4,17,19,16,1,2,1,2,2,1,2,1,3,3,2,9,16,9,18,17,17,10,10,1,1,1,1,1,1,1,13,8,10,20,20,15,15,180,71,14,20,7.0,8000,8000,7500,Northern_European,154,2,1989/5/31,48,15,191780.0,,91013383
Andrew Robertson,D/WB L,28,159,165,Scotland,Liverpool,14,16,12,5,15,9,10,6,13,15,14,7,15,14,17,14,15,15,14,13,15,16,11,15,14,14,16,17,16,14,14,9,17,16,18,12,16,13,15,6,6,2,1,2,2,1,1,3,1,3,2,1,15,16,8,16,15,15,10,13,1,19,1,1,20,1,1,14,1,1,12,1,1,1,178,64,20,4,35.0,8050,8050,7000,Northern_European,158,1,1994/3/11,59,3,185587.0,,61043456
Mikel Oyarzábal,AM RLC,25,158,167,"Spain,Pays Basque",Real San Sebastián,14,12,15,15,14,13,12,12,12,13,15,19,12,16,13,14,13,14,14,16,14,16,14,17,15,13,14,16,13,14,14,13,14,13,14,14,14,7,14,5,17,3,2,2,1,2,2,2,1,4,1,3,12,14,8,20,13,18,16,13,1,1,1,1,1,1,1,1,11,1,20,17,17,15,180,77,20,10,50.0,7900,7900,6400,Mediterranean_Hispanic,153,1,1997/4/21,21,6,43121.0,,67220143
Yves Bissouma,DM/M C,25,158,165,"Mali,Ivory Coast",Tottenham Hotspur,8,11,14,9,16,13,12,13,7,14,16,13,17,16,13,15,14,15,15,10,14,14,14,11,12,16,15,16,16,14,13,12,14,14,16,15,13,9,13,7,15,2,2,1,1,2,3,2,2,4,2,3,15,14,4,12,13,14,13,14,1,1,1,1,1,12,17,1,20,1,1,1,1,1,182,78,8,20,35.0,7900,7900,6250,African_Caribbean,156,15,1996/8/30,26,3,104393.0,,13174979
Matthijs de Ligt,D C,22,158,176,Holland,FC Bayern München,6,7,11,8,13,10,16,10,5,15,14,8,16,14,16,14,17,15,13,12,14,16,10,17,8,15,15,15,12,12,15,16,13,13,15,18,14,9,14,7,12,1,2,3,1,2,1,1,1,1,2,1,15,15,3,14,15,19,15,12,1,7,20,9,1,1,12,1,8,1,1,1,1,5,189,89,11,20,65.0,8000,8000,8000,Northern_European,157,1,1999/8/12,37,2,306848.0,,37055843
Cristiano Ronaldo,S,37,158,196,Portugal,Manchester UFC,10,11,11,19,15,10,19,15,5,3,13,19,2,15,6,18,12,15,14,11,12,20,17,18,17,2,5,7,12,10,13,17,16,13,13,15,13,12,16,8,9,3,3,1,1,2,2,1,3,4,2,3,19,20,14,13,19,20,7,7,1,1,1,1,1,1,1,1,1,1,13,10,12,20,187,84,15,20,15.0,8000,8912,7538,Mediterranean_Hispanic,155,6,1985/2/5,189,117,556760.0,,735216
Nicolás Otamendi,D C,34,158,159,Argentina,SL Benfica,5,8,11,10,13,6,15,6,11,18,13,10,16,12,17,18,20,14,15,12,13,18,6,19,13,14,18,18,10,13,16,13,16,10,15,15,15,16,14,3,9,2,3,1,3,2,3,1,2,2,1,2,16,18,12,7,19,15,14,12,1,1,20,13,1,1,7,1,1,1,1,1,1,1,183,81,12,20,1.5,7750,7550,7000,Mediterranean_Hispanic,157,6,1988/2/12,91,4,38174.0,,14004589
Memphis Depay,AM/S LC,28,158,161,"Holland,Ghana",Barcelona,14,14,15,15,16,14,11,14,2,3,15,14,3,16,9,13,13,14,10,14,13,15,17,15,15,5,12,11,16,14,14,10,16,16,14,14,12,7,15,3,16,1,2,2,1,2,4,2,2,1,2,2,15,17,12,13,15,15,13,10,1,1,1,1,1,1,1,13,1,1,18,19,13,20,176,78,12,20,12.0,7898,7698,7248,African_Caribbean,150,13,1994/2/13,79,42,184911.0,,37024470
Keylor Navas,GK,35,158,167,"Costa Rica,Spain",Paris Saint-Germain,3,3,3,1,10,1,9,1,1,2,10,2,3,8,11,15,15,13,17,8,15,16,8,12,1,14,15,15,12,17,14,12,17,13,14,13,15,4,17,9,1,10,15,14,4,12,14,16,17,12,16,15,14,15,3,16,15,18,16,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,185,80,8,20,2.0,7891,7891,7491,Mediterranean_Hispanic,157,10,1986/12/15,107,0,230137.0,,8826969
Christopher Nkunku,M/AM RLC,24,158,163,"France,Democratic Republic of Congo",RB Leipzig,14,13,14,14,14,14,6,13,7,7,16,11,7,15,14,15,12,16,15,15,16,11,15,6,15,7,16,15,15,15,13,9,14,15,16,11,15,11,13,4,18,3,3,2,3,2,1,2,1,2,2,2,8,12,8,12,10,13,14,14,1,1,1,1,1,10,1,15,17,15,16,20,17,14,175,73,12,20,70.0,7850,6981,6718,African_Caribbean,157,13,1997/11/14,6,0,143836.0,,85140301
Ben Chilwell,D/WB L,25,158,165,"England,New Zealand",Chelsea,13,15,15,7,15,11,14,7,11,14,13,11,13,13,12,14,13,14,13,12,14,14,11,12,11,15,14,16,15,14,15,13,14,16,17,13,13,5,10,4,10,4,2,2,3,1,1,1,2,2,2,2,13,17,7,13,12,15,12,15,1,20,10,1,17,1,1,10,1,1,10,1,1,1,178,77,20,12,30.0,7894,7844,6244,Northern_European,157,2,1996/12/21,17,1,220384.0,,29128536
Diogo Jota,AM/S RL,25,158,166,Portugal,Liverpool,7,12,16,15,14,10,15,12,4,8,13,11,8,15,14,14,12,14,13,13,14,17,16,5,15,9,14,14,16,16,13,11,14,15,13,11,14,12,14,8,12,2,2,3,3,1,3,3,3,1,3,1,14,16,11,12,15,15,11,12,1,1,1,1,1,1,1,1,1,1,20,14,18,19,178,73,14,20,50.0,7900,8250,6750,Mediterranean_Hispanic,152,5,1996/12/4,27,9,162388.0,,55083779
Pepe,D C,39,158,165,"Portugal,Brazil",FC Porto,6,8,10,8,11,8,15,8,8,18,12,8,14,11,17,16,18,11,15,9,15,17,8,17,12,16,15,13,12,13,13,16,13,14,15,13,16,19,18,14,8,3,2,3,1,1,1,2,1,4,3,2,16,18,6,13,17,20,3,7,1,1,20,1,1,1,13,1,1,1,1,1,1,1,188,79,10,20,0.8,7900,8350,7000,Mixed_Race,157,6,1983/2/26,128,7,57533.0,,309147
Victor Osimhen,S,23,157,171,Nigeria,Parthenope,4,8,13,15,14,7,14,12,4,4,12,14,8,14,15,14,14,14,13,11,13,14,13,10,19,5,12,13,17,15,14,15,14,19,12,16,14,13,14,12,10,2,1,1,2,2,2,1,3,2,1,3,14,16,12,10,14,14,11,10,1,1,1,1,1,1,1,1,1,1,10,1,10,20,185,78,9,20,110.0,7850,7500,7250,African_Caribbean,154,16,1998/12/29,23,15,110961.0,,13158205
Dušan Tadić,AM/S RLC,33,157,160,Serbia,AFC Ajax,15,15,14,11,15,14,9,12,9,6,17,17,4,15,18,15,15,14,14,17,14,18,16,19,14,6,14,18,13,12,14,9,18,13,14,13,14,15,15,2,13,1,3,3,3,1,2,2,1,2,1,1,14,16,5,13,16,19,9,9,1,1,1,1,4,4,3,14,14,14,20,18,18,19,181,76,20,11,4.0,8000,8000,6750,Northern_European,148,4,1988/11/20,88,18,85000.0,,5788648
Joël Matip,D C,30,157,158,"Cameroon,Germany",Liverpool,4,7,15,5,15,5,16,3,8,15,15,5,15,14,15,15,14,15,16,12,15,14,11,8,11,17,15,15,14,14,12,16,13,14,15,14,16,8,14,11,5,1,2,3,1,1,3,2,2,2,2,2,16,13,5,17,14,15,10,15,1,1,20,1,1,1,12,1,8,1,1,1,1,1,195,90,8,20,8.0,7900,7850,6750,Mixed_Race,157,13,1991/8/8,27,1,162388.0,,91018389
Sergio Canales,M/AM C,31,157,160,Spain,Real Hispalis,14,13,16,14,17,14,8,14,10,7,17,13,8,17,7,16,11,15,14,17,15,12,16,14,16,10,15,14,15,15,15,8,12,13,13,12,15,6,15,12,13,2,3,3,2,1,1,3,1,2,3,3,11,13,7,14,12,17,16,14,1,1,1,1,1,1,12,1,19,1,14,20,13,5,180,64,20,8,11.0,7600,7600,6700,Mediterranean_Hispanic,159,5,1991/2/16,10,1,31256.0,,67053076
Koke,DM/M RLC,30,157,162,Spain,A. Madrid,15,15,13,12,14,14,9,14,6,12,16,10,14,14,14,15,15,15,16,15,15,16,10,14,15,15,17,16,13,12,15,9,14,13,15,12,16,10,13,6,18,3,3,2,3,2,1,1,2,1,1,3,10,15,6,17,12,16,11,12,1,1,1,1,1,1,20,15,20,15,10,14,8,1,178,73,14,20,14.0,7850,7850,7300,Mediterranean_Hispanic,158,6,1992/1/8,66,0,306644.0,,67047092
